Cl.Ord.ID,Instrument,Side,Quantity,Price
aa277,Rose,2,1000,406
aa278,Rose,1,150,647
aa279,Rose,1,510,124
aa280,Rose,1,660,667
aa281,Rose,1,50,830
aa282,Rose,1,940,28
aa283,Rose,2,940,269
aa284,Rose,1,880,373
aa285,Rose,1,500,70
aa286,Rose,2,720,637
aa287,Rose,1,580,912
aa288,Rose,1,440,771
aa289,Rose,1,910,69
aa290,Rose,1,40,456
aa291,Rose,1,860,251
aa292,Rose,1,780,482
aa293,Rose,1,20,307
aa294,Rose,1,380,228
aa295,Rose,1,470,649
aa296,Rose,2,570,854
aa297,Rose,1,610,580
aa298,Rose,2,750,75
aa299,Rose,1,60,904
aa300,Rose,2,730,86
aa301,Rose,2,850,690
aa302,Rose,1,980,592
aa303,Rose,1,260,467
aa304,Rose,2,690,106
aa305,Rose,2,310,209
aa306,Rose,2,620,33
aa307,Rose,1,540,555
aa308,Rose,1,270,244
aa309,Rose,2,280,611
aa310,Rose,1,560,532
aa311,Rose,2,520,961
aa312,Rose,2,990,932
aa313,Rose,2,510,594
aa314,Rose,1,460,770
aa315,Rose,1,620,665
aa316,Rose,1,630,777
aa317,Rose,2,480,170
aa318,Rose,1,620,189
aa319,Rose,1,740,184
aa320,Rose,2,100,135
aa321,Rose,2,520,459
aa322,Rose,1,580,858
aa323,Rose,1,490,125
aa324,Rose,2,630,319
aa325,Rose,1,830,9
aa326,Rose,2,920,840
aa327,Rose,1,130,369
aa328,Rose,2,280,567
aa329,Rose,2,880,220
aa330,Rose,2,160,174
aa331,Rose,1,840,475
aa332,Rose,2,460,446
aa333,Rose,2,800,238
aa334,Rose,2,220,719
aa335,Rose,1,740,924
aa336,Rose,1,820,689
aa337,Rose,2,950,31
aa338,Rose,2,690,813
aa339,Rose,2,150,995
aa340,Rose,2,740,408
aa341,Rose,2,750,705
aa342,Rose,1,290,470
aa343,Rose,1,640,413
aa344,Rose,2,790,546
aa345,Rose,1,940,564
aa346,Rose,1,350,732
aa347,Rose,2,620,775
aa348,Rose,1,270,477
aa349,Rose,1,570,543
aa350,Rose,2,490,511
aa351,Rose,1,750,399
aa352,Rose,2,500,156
aa353,Rose,2,1000,675
aa354,Rose,1,280,195
aa355,Rose,1,30,653
aa356,Rose,1,230,555
aa357,Rose,1,560,178
aa358,Rose,2,90,887
aa359,Rose,1,60,808
aa360,Rose,1,650,135
aa361,Rose,1,270,955
aa362,Rose,1,110,680
aa363,Rose,1,980,243
aa364,Rose,1,990,802
aa365,Rose,2,680,136
aa366,Rose,1,830,64
aa367,Rose,2,110,171
aa368,Rose,2,910,924
aa369,Rose,2,490,37
aa370,Rose,2,680,947
aa371,Rose,1,490,169
aa372,Rose,1,970,238
aa373,Rose,2,300,977
aa374,Rose,1,670,335
aa375,Rose,1,180,603
aa376,Rose,1,660,844
aa377,Rose,2,790,915
aa378,Rose,1,600,830
aa379,Rose,1,390,542
aa380,Rose,1,350,690
aa381,Rose,2,500,912
aa382,Rose,2,750,83
aa383,Rose,2,370,48
aa384,Rose,2,280,10
aa385,Rose,2,990,500
aa386,Rose,1,310,241
aa387,Rose,2,100,64
aa388,Rose,2,320,347
aa389,Rose,2,570,788
aa390,Rose,2,50,444
aa391,Rose,2,710,599
aa392,Rose,1,600,100
aa393,Rose,2,80,687
aa394,Rose,1,230,480
aa395,Rose,2,170,148
aa396,Rose,2,660,784
aa397,Rose,2,900,899
aa398,Rose,1,730,597
aa399,Rose,1,570,154
aa400,Rose,2,920,216
aa401,Rose,1,750,25
aa402,Rose,1,660,683
aa403,Rose,1,60,677
aa404,Rose,1,1000,179
aa405,Rose,1,850,870
aa406,Rose,2,40,671
aa407,Rose,2,100,180
aa408,Rose,1,690,63
aa409,Rose,2,900,411
aa410,Rose,2,130,348
aa411,Rose,2,920,226
aa412,Rose,2,20,764
aa413,Rose,2,450,963
aa414,Rose,2,690,258
aa415,Rose,1,490,956
aa416,Rose,1,740,758
aa417,Rose,2,600,347
aa418,Rose,2,860,343
aa419,Rose,1,60,487
aa420,Rose,2,1000,190
aa421,Rose,2,820,453
aa422,Rose,1,580,225
aa423,Rose,1,170,402
aa424,Rose,1,670,619
aa425,Rose,1,700,548
aa426,Rose,1,40,894
aa427,Rose,1,70,584
aa428,Rose,2,460,766
aa429,Rose,2,480,686
aa430,Rose,1,150,987
aa431,Rose,2,880,992
aa432,Rose,1,710,900
aa433,Rose,1,930,592
aa434,Rose,1,840,779
aa435,Rose,1,570,274
aa436,Rose,2,540,352
aa437,Rose,2,630,547
aa438,Rose,1,650,406
aa439,Rose,1,940,399
aa440,Rose,1,90,649
aa441,Rose,2,110,923
aa442,Rose,2,550,417
aa443,Rose,2,720,177
aa444,Rose,2,350,653
aa445,Rose,1,650,937
aa446,Rose,1,320,187
aa447,Rose,1,270,81
aa448,Rose,2,180,176
aa449,Rose,1,870,305
aa450,Rose,2,150,375
aa451,Rose,2,270,45
aa452,Rose,1,30,232
aa453,Rose,1,260,557
aa454,Rose,2,550,42
aa455,Rose,1,330,774
aa456,Rose,1,50,252
aa457,Rose,2,450,994
aa458,Rose,2,190,924
aa459,Rose,2,800,297
aa460,Rose,1,230,32
aa461,Rose,2,300,835
aa462,Rose,1,270,846
aa463,Rose,2,900,343
aa464,Rose,2,630,618
aa465,Rose,1,340,219
aa466,Rose,1,820,204
aa467,Rose,2,920,994
aa468,Rose,1,70,118
aa469,Rose,1,630,385
aa470,Rose,2,310,519
aa471,Rose,1,920,881
aa472,Rose,2,840,811
aa473,Rose,1,20,205
aa474,Rose,2,330,508
aa475,Rose,1,250,847
aa476,Rose,2,580,559
aa477,Rose,2,610,278
aa478,Rose,2,610,891
aa479,Rose,1,780,39
aa480,Rose,1,20,43
aa481,Rose,1,760,256
aa482,Rose,2,590,893
aa483,Rose,2,370,781
aa484,Rose,1,20,615
aa485,Rose,1,550,750
aa486,Rose,2,980,249
aa487,Rose,1,900,126
aa488,Rose,1,580,57
aa489,Rose,2,660,885
aa490,Rose,1,780,113
aa491,Rose,2,560,136
aa492,Rose,2,490,170
aa493,Rose,2,650,896
aa494,Rose,2,410,971
aa495,Rose,1,640,311
aa496,Rose,2,650,470
aa497,Rose,2,670,260
aa498,Rose,2,150,211
aa499,Rose,1,830,570
aa500,Rose,2,150,287
aa501,Rose,1,10,846
aa502,Rose,2,200,225
aa503,Rose,1,200,240
aa504,Rose,2,140,538
aa505,Rose,1,730,569
aa506,Rose,1,350,669
aa507,Rose,1,310,750
aa508,Rose,2,520,611
aa509,Rose,2,320,864
aa510,Rose,1,130,419
aa511,Rose,2,1000,431
aa512,Rose,2,820,506
aa513,Rose,1,340,385
aa514,Rose,1,880,473
aa515,Rose,2,810,611
aa516,Rose,2,660,800
aa517,Rose,1,500,276
aa518,Rose,1,690,142
aa519,Rose,1,930,149
aa520,Rose,2,470,692
aa521,Rose,1,300,488
aa522,Rose,2,470,617
aa523,Rose,1,430,634
aa524,Rose,2,890,229
aa525,Rose,1,610,618
aa526,Rose,2,210,673
aa527,Rose,1,680,504
aa528,Rose,2,370,927
aa529,Rose,1,290,216
aa530,Rose,1,300,200
aa531,Rose,2,260,439
aa532,Rose,2,300,355
aa533,Rose,2,710,492
aa534,Rose,1,920,20
aa535,Rose,1,590,348
aa536,Rose,2,50,756
aa537,Rose,1,520,198
aa538,Rose,2,200,568
aa539,Rose,2,390,655
aa540,Rose,1,230,93
aa541,Rose,1,50,560
aa542,Rose,1,790,220
aa543,Rose,2,710,215
aa544,Rose,2,140,517
aa545,Rose,1,260,493
aa546,Rose,2,630,170
aa547,Rose,2,390,729
aa548,Rose,1,980,152
aa549,Rose,2,370,965
aa550,Rose,1,930,793
aa551,Rose,1,570,889
aa552,Rose,1,220,275
aa553,Rose,2,240,555
aa554,Rose,2,330,416
aa555,Rose,1,560,394
aa556,Rose,2,150,267
aa557,Rose,2,800,217
aa558,Rose,1,800,181
aa559,Rose,1,880,594
aa560,Rose,2,370,510
aa561,Rose,1,810,597
aa562,Rose,1,90,37
aa563,Rose,1,910,552
aa564,Rose,1,310,810
aa565,Rose,2,120,145
aa566,Rose,2,930,881
aa567,Rose,1,40,510
aa568,Rose,2,20,43
aa569,Rose,2,590,431
aa570,Rose,1,60,378
aa571,Rose,2,870,535
aa572,Rose,2,60,955
aa573,Rose,2,90,58
aa574,Rose,1,60,372
aa575,Rose,1,250,949
aa576,Rose,1,430,333
aa577,Rose,1,610,196
aa578,Rose,2,560,964
aa579,Rose,1,460,586
aa580,Rose,1,420,767
aa581,Rose,1,560,552
aa582,Rose,1,120,33
aa583,Rose,2,210,465
aa584,Rose,1,500,648
aa585,Rose,2,260,304
aa586,Rose,2,440,893
aa587,Rose,2,40,96
aa588,Rose,2,140,628
aa589,Rose,1,820,170
aa590,Rose,1,310,468
aa591,Rose,2,520,858
aa592,Rose,1,270,108
aa593,Rose,2,600,147
aa594,Rose,2,550,377
aa595,Rose,1,950,129
aa596,Rose,1,270,517
aa597,Rose,2,110,919
aa598,Rose,2,780,780
aa599,Rose,2,30,98
aa600,Rose,2,930,840
aa601,Rose,1,370,333
aa602,Rose,2,330,894
aa603,Rose,1,900,883
aa604,Rose,1,160,836
aa605,Rose,1,190,244
aa606,Rose,2,220,543
aa607,Rose,1,220,471
aa608,Rose,1,270,809
aa609,Rose,1,530,829
aa610,Rose,2,20,480
aa611,Rose,2,850,880
aa612,Rose,2,110,806
aa613,Rose,1,370,246
aa614,Rose,1,430,941
aa615,Rose,1,130,889
aa616,Rose,2,940,90
aa617,Rose,1,600,640
aa618,Rose,2,470,183
aa619,Rose,1,270,682
aa620,Rose,2,510,365
aa621,Rose,2,210,328
aa622,Rose,1,940,23
aa623,Rose,2,560,842
aa624,Rose,1,840,930
aa625,Rose,1,70,436
aa626,Rose,2,410,538
aa627,Rose,2,240,116
aa628,Rose,1,100,990
aa629,Rose,1,240,11
aa630,Rose,2,380,865
aa631,Rose,1,310,436
aa632,Rose,2,50,996
aa633,Rose,2,780,463
aa634,Rose,1,790,175
aa635,Rose,1,710,129
aa636,Rose,2,280,465
aa637,Rose,2,330,545
aa638,Rose,1,940,534
aa639,Rose,2,30,538
aa640,Rose,1,740,85
aa641,Rose,1,810,123
aa642,Rose,1,650,903
aa643,Rose,2,870,407
aa644,Rose,2,840,513
aa645,Rose,2,20,36
aa646,Rose,2,730,938
aa647,Rose,2,970,420
aa648,Rose,2,500,415
aa649,Rose,1,200,573
aa650,Rose,1,400,169
aa651,Rose,1,290,878
aa652,Rose,1,740,920
aa653,Rose,1,390,963
aa654,Rose,2,480,787
aa655,Rose,1,70,396
aa656,Rose,1,440,160
aa657,Rose,2,870,859
aa658,Rose,2,230,949
aa659,Rose,2,580,938
aa660,Rose,2,630,767
aa661,Rose,2,370,218
aa662,Rose,2,490,165
aa663,Rose,2,440,608
aa664,Rose,2,580,331
aa665,Rose,2,430,241
aa666,Rose,2,670,165
aa667,Rose,1,610,547
aa668,Rose,2,310,694
aa669,Rose,2,560,190
aa670,Rose,1,520,217
aa671,Rose,2,1000,357
aa672,Rose,1,730,377
aa673,Rose,2,450,308
aa674,Rose,2,180,14
aa675,Rose,1,380,302
aa676,Rose,1,450,272
aa677,Rose,1,750,23
aa678,Rose,2,210,781
aa679,Rose,2,950,55
aa680,Rose,1,1000,129
aa681,Rose,2,500,883
aa682,Rose,1,160,388
aa683,Rose,1,160,130
aa684,Rose,1,630,729
aa685,Rose,2,120,963
aa686,Rose,1,480,918
aa687,Rose,1,410,225
aa688,Rose,1,910,905
aa689,Rose,1,330,76
aa690,Rose,2,290,120
aa691,Rose,2,190,826
aa692,Rose,1,90,229
aa693,Rose,2,820,773
aa694,Rose,1,850,394
aa695,Rose,1,820,799
aa696,Rose,1,320,133
aa697,Rose,1,80,901
aa698,Rose,1,960,708
aa699,Rose,1,530,186
aa700,Rose,1,890,821
aa701,Rose,2,940,342
aa702,Rose,1,630,231
aa703,Rose,2,60,127
aa704,Rose,2,180,631
aa705,Rose,1,80,942
aa706,Rose,2,690,724
aa707,Rose,2,120,39
aa708,Rose,2,340,839
aa709,Rose,2,1000,254
aa710,Rose,2,270,158
aa711,Rose,2,710,894
aa712,Rose,2,850,692
aa713,Rose,1,580,101
aa714,Rose,2,70,636
aa715,Rose,2,640,410
aa716,Rose,2,200,862
aa717,Rose,2,500,698
aa718,Rose,1,190,975
aa719,Rose,1,320,457
aa720,Rose,1,360,210
aa721,Rose,1,570,46
aa722,Rose,2,820,533
aa723,Rose,2,430,988
aa724,Rose,2,370,859
aa725,Rose,1,850,900
aa726,Rose,2,330,619
aa727,Rose,2,860,602
aa728,Rose,2,920,796
aa729,Rose,1,900,272
aa730,Rose,2,40,800
aa731,Rose,1,90,188
aa732,Rose,1,880,713
aa733,Rose,2,740,17
aa734,Rose,1,460,621
aa735,Rose,1,110,207
aa736,Rose,1,760,437
aa737,Rose,2,760,973
aa738,Rose,1,320,485
aa739,Rose,2,630,581
aa740,Rose,2,140,510
aa741,Rose,2,340,77
aa742,Rose,2,900,930
aa743,Rose,1,620,564
aa744,Rose,1,980,23
aa745,Rose,2,870,391
aa746,Rose,1,380,852
aa747,Rose,2,160,723
aa748,Rose,2,910,355
aa749,Rose,2,800,564
aa750,Rose,2,830,228
aa751,Rose,2,810,825
aa752,Rose,1,680,76
aa753,Rose,2,180,757
aa754,Rose,1,440,617
aa755,Rose,1,850,662
aa756,Rose,2,390,873
aa757,Rose,1,920,548
aa758,Rose,2,890,786
aa759,Rose,1,700,32
aa760,Rose,1,690,489
aa761,Rose,2,410,607
aa762,Rose,1,250,216
aa763,Rose,1,600,198
aa764,Rose,1,110,570
aa765,Rose,1,10,618
aa766,Rose,2,80,541
aa767,Rose,2,780,209
aa768,Rose,2,900,346
aa769,Rose,1,60,726
aa770,Rose,2,350,239
aa771,Rose,1,460,172
aa772,Rose,1,870,691
aa773,Rose,1,720,357
aa774,Rose,1,690,734
aa775,Rose,1,280,709
aa776,Rose,1,440,695
aa777,Rose,1,120,9
aa778,Rose,1,440,47
aa779,Rose,1,930,470
aa780,Rose,1,670,217
aa781,Rose,1,780,107
aa782,Rose,1,600,830
aa783,Rose,2,530,35
aa784,Rose,1,430,277
aa785,Rose,2,850,184
aa786,Rose,1,940,60
aa787,Rose,2,90,277
aa788,Rose,2,450,898
aa789,Rose,2,940,467
aa790,Rose,2,370,35
aa791,Rose,1,190,613
aa792,Rose,1,1000,891
aa793,Rose,2,1000,496
aa794,Rose,1,200,661
aa795,Rose,2,820,954
aa796,Rose,1,680,172
aa797,Rose,2,140,129
aa798,Rose,1,520,567
aa799,Rose,2,310,787
aa800,Rose,1,420,381
aa801,Rose,1,700,235
aa802,Rose,1,840,195
aa803,Rose,1,920,294
aa804,Rose,1,640,781
aa805,Rose,1,40,486
aa806,Rose,1,280,415
aa807,Rose,1,270,31
aa808,Rose,2,120,185
aa809,Rose,1,900,136
aa810,Rose,2,980,569
aa811,Rose,2,150,156
aa812,Rose,2,600,797
aa813,Rose,2,180,690
aa814,Rose,2,730,558
aa815,Rose,2,310,781
aa816,Rose,2,290,419
aa817,Rose,2,40,177
aa818,Rose,1,410,635
aa819,Rose,1,130,515
aa820,Rose,1,590,650
aa821,Rose,2,710,707
aa822,Rose,2,400,917
aa823,Rose,2,710,875
aa824,Rose,2,600,605
aa825,Rose,1,550,376
aa826,Rose,2,230,329
aa827,Rose,2,680,105
aa828,Rose,2,10,663
aa829,Rose,1,270,566
aa830,Rose,1,500,181
aa831,Rose,2,840,218
aa832,Rose,1,740,669
aa833,Rose,1,560,334
aa834,Rose,1,480,351
aa835,Rose,2,210,946
aa836,Rose,1,470,741
aa837,Rose,2,330,487
aa838,Rose,2,820,865
aa839,Rose,2,840,670
aa840,Rose,2,510,744
aa841,Rose,1,160,231
aa842,Rose,2,130,830
aa843,Rose,1,160,871
aa844,Rose,1,960,873
aa845,Rose,1,460,562
aa846,Rose,1,130,462
aa847,Rose,2,990,187
aa848,Rose,1,580,340
aa849,Rose,1,90,577
aa850,Rose,2,440,628
aa851,Rose,2,160,730
aa852,Rose,1,360,589
aa853,Rose,1,430,11
aa854,Rose,1,930,536
aa855,Rose,2,660,583
aa856,Rose,2,750,854
aa857,Rose,1,640,334
aa858,Rose,2,440,848
aa859,Rose,2,1000,826
aa860,Rose,2,650,321
aa861,Rose,1,760,157
aa862,Rose,2,370,400
aa863,Rose,2,700,189
aa864,Rose,2,380,621
aa865,Rose,2,100,675
aa866,Rose,2,860,949
aa867,Rose,2,730,903
aa868,Rose,2,980,800
aa869,Rose,1,180,582
aa870,Rose,1,690,348
aa871,Rose,1,600,858
aa872,Rose,1,880,909
aa873,Rose,1,670,682
aa874,Rose,2,750,284
aa875,Rose,1,380,690
aa876,Rose,1,510,45
aa877,Rose,2,400,559
aa878,Rose,1,180,58
aa879,Rose,1,950,492
aa880,Rose,2,910,764
aa881,Rose,2,350,767
aa882,Rose,1,70,399
aa883,Rose,1,1000,187
aa884,Rose,1,990,206
aa885,Rose,2,750,711
aa886,Rose,2,640,283
aa887,Rose,2,500,203
aa888,Rose,2,330,656
aa889,Rose,1,410,273
aa890,Rose,1,160,665
aa891,Rose,2,620,737
aa892,Rose,2,720,319
aa893,Rose,1,50,714
aa894,Rose,1,860,25
aa895,Rose,1,640,861
aa896,Rose,1,270,295
aa897,Rose,2,320,809
aa898,Rose,2,40,244
aa899,Rose,1,120,607
aa900,Rose,2,290,684
aa901,Rose,1,290,757
aa902,Rose,1,930,677
aa903,Rose,1,870,64
aa904,Rose,1,280,795
aa905,Rose,2,680,701
aa906,Rose,2,820,138
aa907,Rose,2,680,309
aa908,Rose,2,510,911
aa909,Rose,2,70,832
aa910,Rose,1,140,438
aa911,Rose,1,290,773
aa912,Rose,1,810,148
aa913,Rose,2,170,506
aa914,Rose,1,650,542
aa915,Rose,1,950,378
aa916,Rose,2,830,751
aa917,Rose,2,490,288
aa918,Rose,1,440,439
aa919,Rose,1,750,103
aa920,Rose,2,960,131
aa921,Rose,2,810,16
aa922,Rose,1,60,163
aa923,Rose,1,420,330
aa924,Rose,2,370,950
aa925,Rose,2,600,993
aa926,Rose,2,80,898
aa927,Rose,1,350,257
aa928,Rose,1,740,926
aa929,Rose,1,650,52
aa930,Rose,2,900,736
aa931,Rose,1,540,247
aa932,Rose,2,180,196
aa933,Rose,2,750,197
aa934,Rose,2,340,775
aa935,Rose,1,600,347
aa936,Rose,1,180,383
aa937,Rose,2,690,795
aa938,Rose,1,260,497
aa939,Rose,1,670,72
aa940,Rose,2,800,646
aa941,Rose,1,960,720
aa942,Rose,2,100,510
aa943,Rose,2,300,608
aa944,Rose,1,500,285
aa945,Rose,2,400,1000
aa946,Rose,2,30,830
aa947,Rose,2,980,823
aa948,Rose,1,640,305
aa949,Rose,2,640,94
aa950,Rose,2,540,18
aa951,Rose,1,750,32
aa952,Rose,2,30,360
aa953,Rose,1,760,770
aa954,Rose,2,500,822
aa955,Rose,1,960,826
aa956,Rose,1,520,979
aa957,Rose,1,790,2
aa958,Rose,2,820,535
aa959,Rose,2,750,998
aa960,Rose,2,1000,943
aa961,Rose,1,250,796
aa962,Rose,1,820,153
aa963,Rose,1,820,713
aa964,Rose,2,640,108
aa965,Rose,1,210,292
aa966,Rose,1,230,21
aa967,Rose,2,790,176
aa968,Rose,2,60,251
aa969,Rose,1,440,858
aa970,Rose,2,630,955
aa971,Rose,1,680,952
aa972,Rose,1,420,359
aa973,Rose,1,460,344
aa974,Rose,2,700,660
aa975,Rose,1,460,774
aa976,Rose,2,730,834
aa977,Rose,1,520,157
aa978,Rose,2,100,337
aa979,Rose,1,740,140
aa980,Rose,2,280,373
aa981,Rose,1,580,103
aa982,Rose,2,710,481
aa983,Rose,1,750,841
aa984,Rose,2,770,244
aa985,Rose,2,790,61
aa986,Rose,1,540,924
aa987,Rose,1,10,42
aa988,Rose,2,590,280
aa989,Rose,2,320,625
aa990,Rose,1,620,76
aa991,Rose,1,950,875
aa992,Rose,1,480,867
aa993,Rose,1,600,793
aa994,Rose,2,90,275
